catname,catdesc,eventname,starttime,venuename,venuecity,venuestate,qtysold,pricepaid
Pop,All rock and pop music concerts,Nas,2008-02-19 19:30:00,New Orleans Arena,New Orleans,LA,1,124
Pop,All rock and pop music concerts,Anita Baker,2008-01-28 14:00:00,Bradley Center,Milwaukee,WI,1,66
Pop,All rock and pop music concerts,Widespread Panic,2008-02-18 14:00:00,Reliant Stadium,Houston,TX,1,235
Pop,All rock and pop music concerts,John Mayer,2008-02-06 15:00:00,Hersheypark Stadium,Hershey,PA,2,128
Pop,All rock and pop music concerts,Dickey Betts and Great Southern,2008-03-06 19:00:00,Coors Field,Denver,CO,2,420
Opera,All opera and light opera,Siegfried,2008-02-18 19:00:00,Lyric Opera House,Chicago,IL,2,212
Pop,All rock and pop music concerts,Feist,2008-02-24 14:00:00,Hubert H. Humphrey Metrodome,Minneapolis,MN,2,716
Pop,All rock and pop music concerts,Sara Bareilles,2008-01-13 15:00:00,Mellon Arena,Pittsburgh,PA,2,2618
Plays,All non-musical theatre,The Homecoming,2008-02-23 20:00:00,Ethel Barrymore Theatre,New York City,NY,3,180
Plays,All non-musical theatre,Hedda Gabler,2008-03-02 14:30:00,Bernard B. Jacobs Theatre,New York City,NY,1,214
Pop,All rock and pop music concerts,Bow Wow,2008-01-12 15:00:00,Toyota Park,Bridgeview,IL,2,98
Pop,All rock and pop music concerts,My Morning Jacket,2008-02-24 19:00:00,null,null,null,4,144
Pop,All rock and pop music concerts,Barenaked Ladies,2008-02-02 15:00:00,Mellon Arena,Pittsburgh,PA,2,502
Plays,All non-musical theatre,As You Like It,2008-02-24 14:00:00,Belasco Theatre,New York City,NY,2,260
Pop,All rock and pop music concerts,Tom Petty and the Heartbreakers,2008-01-23 15:00:00,M&T Bank Stadium,Baltimore,MD,2,274
Pop,All rock and pop music concerts,ZZ Top,2008-02-08 14:00:00,United Center,Chicago,IL,1,343
Plays,All non-musical theatre,Cirque du Soleil,2008-02-02 14:00:00,Minskoff Theatre,New York City,NY,2,848
Pop,All rock and pop music concerts,Govt Mule,2008-01-08 19:00:00,BankAtlantic Center,Sunrise,FL,2,350
Pop,All rock and pop music concerts,LeAnn Rimes,2008-01-11 14:00:00,Georgia Dome,Atlanta,GA,2,358
Plays,All non-musical theatre,Spring Awakening,2008-02-20 14:00:00,Booth Theatre,New York City,NY,3,756
Pop,All rock and pop music concerts,Sara Bareilles,2008-01-13 15:00:00,Mellon Arena,Pittsburgh,PA,1,1309
Pop,All rock and pop music concerts,Echo & the Bunnymen,2008-02-10 14:00:00,Ford Center,Oklahoma City,OK,2,64
Pop,All rock and pop music concerts,Eddie Money,2008-02-10 19:00:00,Quicken Loans Arena,Cleveland,OH,2,390
Pop,All rock and pop music concerts,Michael Buble,2008-02-20 19:30:00,Qualcomm Stadium,San Diego,CA,1,173
Pop,All rock and pop music concerts,Regina Spektor,2008-01-26 14:30:00,Izod Center,East Rutherford,NJ,1,276
Plays,All non-musical theatre,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,2008-01-21 19:30:00,Booth Theatre,New York City,NY,2,244
Pop,All rock and pop music concerts,Ray Davies,2008-01-30 14:00:00,Lincoln Financial Field,Philadelphia,PA,2,338
Pop,All rock and pop music concerts,Willie Nelson,2008-01-09 19:30:00,Amway Arena,Orlando,FL,3,426
Pop,All rock and pop music concerts,DJ Shadow and Cut Chemist,2008-01-25 19:00:00,Gillette Stadium,Foxborough,MA,1,57
Musicals,Musical theatre,A Chorus Line,2008-01-20 14:00:00,Circle in the Square Theatre,New York City,NY,3,897
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-01-11 19:30:00,The Guthrie Theater,Minneapolis,MN,1,51
Pop,All rock and pop music concerts,Dj Tiesto,2008-02-07 20:00:00,Rexall Place,Edmonton,AB,1,56
Pop,All rock and pop music concerts,Fergie,2008-02-12 19:00:00,Lucas Oil Stadium,Indianapolis,IN,1,347
Opera,All opera and light opera,Doctor Atomic,2008-02-04 15:00:00,Grand 1894 Opera House,Galveston,TX,2,798
Plays,All non-musical theatre,Woyzeck,2008-01-14 15:00:00,Vivian Beaumont Theatre,New York City,NY,2,848
Musicals,Musical theatre,The King and I,2008-02-26 20:00:00,Music Box Theatre,New York City,NY,1,128
Pop,All rock and pop music concerts,Armando Manzanero,2008-01-14 14:00:00,CommunityAmerica Ballpark,Kansas City,KS,1,1029
Pop,All rock and pop music concerts,Vampire Weekend,2008-02-02 20:00:00,Shea Stadium,New York City,NY,2,184
Plays,All non-musical theatre,Rock 'n' Roll,2008-02-01 15:00:00,Imperial Theatre,New York City,NY,4,720
Musicals,Musical theatre,Blue Man Group,2008-01-27 15:00:00,Caesars Palace,Las Vegas,NV,2,94
Pop,All rock and pop music concerts,Teena Marie,2008-01-13 15:00:00,Chase Field,Phoenix,AZ,1,238
Pop,All rock and pop music concerts,Little River Band,2008-02-22 19:30:00,Coors Field,Denver,CO,2,674
Musicals,Musical theatre,West Side Story,2008-01-25 14:00:00,The Guthrie Theater,Minneapolis,MN,2,354
Plays,All non-musical theatre,A Tale of Two Cities,2008-03-05 19:30:00,Al Hirschfeld Theatre,New York City,NY,2,338
Plays,All non-musical theatre,Oedipus the King,2008-02-20 19:00:00,Eugene O'Neill Theatre,New York City,NY,1,72
Pop,All rock and pop music concerts,The Rowdy Frynds Tour,2008-02-04 19:00:00,Arrowhead Stadium,Kansas City,MO,2,700
Plays,All non-musical theatre,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,2008-01-21 19:30:00,Booth Theatre,New York City,NY,1,122
Pop,All rock and pop music concerts,Fab Faux,2008-01-26 19:00:00,FedExForum,Memphis,TN,3,1203
Pop,All rock and pop music concerts,George Thorogood,2008-02-16 20:00:00,M&T Bank Stadium,Baltimore,MD,1,25
Musicals,Musical theatre,Oliver!,2008-03-02 14:30:00,Greek Theatre,Los Angeles,CA,2,228
Pop,All rock and pop music concerts,Eva Ayllon,2008-03-03 20:00:00,Yankee Stadium,New York City,NY,1,458
Pop,All rock and pop music concerts,Fiction Plane,2008-01-15 19:00:00,Columbus Crew Stadium,Columbus,OH,2,270
Pop,All rock and pop music concerts,Stray Cats,2008-02-16 20:00:00,null,null,null,1,129
Pop,All rock and pop music concerts,Gavin DeGraw,2008-02-08 15:00:00,Angel Stadium of Anaheim,Anaheim,CA,1,321
Musicals,Musical theatre,A Catered Affair,2008-03-04 14:30:00,August Wilson Theatre,New York City,NY,1,398
Pop,All rock and pop music concerts,Santana,2008-01-30 15:00:00,Nassau Veterans Memorial Coliseum,Uniondale,NY,2,510
Pop,All rock and pop music concerts,Sweet Honey in the Rock,2008-01-10 19:00:00,Villa Montalvo,Saratoga,CA,2,660
Plays,All non-musical theatre,A Midsummer Night's Dream,2008-02-10 20:00:00,Charles Playhouse,Boston,MA,2,806
Musicals,Musical theatre,The King and I,2008-02-26 20:00:00,Music Box Theatre,New York City,NY,2,256
Pop,All rock and pop music concerts,Wilco,2008-02-28 19:30:00,Nationwide Arena,Columbus,OH,1,499
Plays,All non-musical theatre,The Seagull,2008-01-24 14:00:00,Music Box Theatre,New York City,NY,1,476
Plays,All non-musical theatre,Spring Awakening,2008-01-13 14:00:00,Walter Kerr Theatre,New York City,NY,1,73
Musicals,Musical theatre,Mary Poppins,2008-02-03 14:00:00,Charles Playhouse,Boston,MA,1,277
Pop,All rock and pop music concerts,Bruce Hornsby,2008-02-08 15:00:00,HP Pavilion at San Jose,San Jose,CA,2,632
Pop,All rock and pop music concerts,Regina Spektor,2008-01-12 19:00:00,Bradley Center,Milwaukee,WI,3,537
Plays,All non-musical theatre,A Tale of Two Cities,2008-03-05 19:30:00,Al Hirschfeld Theatre,New York City,NY,1,317
Pop,All rock and pop music concerts,Tailgate 2008,2008-01-11 19:30:00,St. Pete Times Forum,Tampa,FL,1,247
Pop,All rock and pop music concerts,Weird Al Yankovic,2008-02-13 20:00:00,American Airlines Center,Dallas,TX,1,425
Pop,All rock and pop music concerts,Cowboy Junkies,2008-01-23 19:00:00,New Orleans Arena,New Orleans,LA,1,347
Pop,All rock and pop music concerts,Ray Davies,2008-01-30 14:00:00,Lincoln Financial Field,Philadelphia,PA,2,4192
Pop,All rock and pop music concerts,Foo Fighters,2008-02-10 15:00:00,LP Field,Nashville,TN,4,8672
Pop,All rock and pop music concerts,The Whigs,2008-01-16 14:00:00,United Center,Chicago,IL,3,603
Pop,All rock and pop music concerts,George Thorogood and the Destroyers,2008-01-06 20:00:00,McAfee Coliseum,Oakland,CA,2,156
Pop,All rock and pop music concerts,Dropkick Murphys,2008-02-17 19:30:00,Miller Park,Milwaukee,WI,1,362
Pop,All rock and pop music concerts,Soulfest,2008-01-30 19:30:00,Soldier Field,Chicago,IL,2,782
Pop,All rock and pop music concerts,Soulfest,2008-01-30 19:30:00,Soldier Field,Chicago,IL,1,391
Musicals,Musical theatre,Zumanity,2008-01-18 14:00:00,Paris MGM Grand,Las Vegas,NV,4,896
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-02-16 20:00:00,Imperial Theatre,New York City,NY,1,147
Pop,All rock and pop music concerts,Steve Miller Band,2008-02-04 19:00:00,ARCO Arena,Sacramento,CA,4,632
Pop,All rock and pop music concerts,Sunday in the Country,2008-02-27 14:00:00,Quicken Loans Arena,Cleveland,OH,1,218
Pop,All rock and pop music concerts,Sugarland,2008-01-31 19:30:00,Philips Arena,Atlanta,GA,1,363
Plays,All non-musical theatre,The Caretaker,2008-02-22 14:00:00,Hilton Theatre,New York City,NY,2,392
Pop,All rock and pop music concerts,David Sanborn,2008-02-19 15:00:00,Progressive Field,Cleveland,OH,2,992
Pop,All rock and pop music concerts,Dropkick Murphys,2008-01-10 19:00:00,Angel Stadium of Anaheim,Anaheim,CA,2,300
Musicals,Musical theatre,Oliver!,2008-02-08 14:00:00,Lyceum Theatre,New York City,NY,1,644
Plays,All non-musical theatre,Thurgood,2008-01-14 19:30:00,Hilton Theatre,New York City,NY,1,1982
Musicals,Musical theatre,The Lion King,2008-02-11 14:30:00,Imperial Theatre,New York City,NY,1,238
Plays,All non-musical theatre,Avenue Q,2008-01-16 19:30:00,Helen Hayes Theatre,New York City,NY,2,384
Pop,All rock and pop music concerts,Montgomery Gentry,2008-02-21 19:00:00,Raymond James Stadium,Tampa,FL,2,40
Pop,All rock and pop music concerts,Journey,2008-01-05 14:00:00,McAfee Coliseum,Oakland,CA,2,444
Pop,All rock and pop music concerts,Sugarland,2008-01-31 19:30:00,Philips Arena,Atlanta,GA,2,726
Pop,All rock and pop music concerts,Eddie Vedder,2008-03-01 20:00:00,US Airways Center,Phoenix,AZ,1,2297
Plays,All non-musical theatre,Rhinoceros,2008-01-29 15:00:00,Helen Hayes Theatre,New York City,NY,2,370
Pop,All rock and pop music concerts,Killers,2008-02-23 19:00:00,Joe Louis Arena,Detroit,MI,1,142
Pop,All rock and pop music concerts,Extreme,2008-01-11 19:00:00,General Motors Place,Vancouver,BC,2,176
Pop,All rock and pop music concerts,Montgomery Gentry,2008-02-21 19:00:00,Raymond James Stadium,Tampa,FL,1,20
Plays,All non-musical theatre,A Tale of Two Cities,2008-02-15 20:00:00,Biltmore Theatre,New York City,NY,2,322
Musicals,Musical theatre,Spamalot,2008-01-24 19:00:00,Carnegie Hall,New York City,NY,2,134
Pop,All rock and pop music concerts,B.B. King,2008-02-16 14:00:00,Bradley Center,Milwaukee,WI,2,980
Pop,All rock and pop music concerts,Melissa Etheridge,2008-02-07 19:00:00,LP Field,Nashville,TN,1,378
Plays,All non-musical theatre,Uncle Vanya,2008-01-15 14:30:00,Broadhurst Theatre,New York City,NY,4,1416
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-02-01 14:30:00,August Wilson Theatre,New York City,NY,3,708
Pop,All rock and pop music concerts,Govt Mule,2008-01-10 19:30:00,American Airlines Center,Dallas,TX,4,1324
Musicals,Musical theatre,High School Musical,2008-01-24 19:30:00,Royce Hall,Los Angeles,CA,1,418
Opera,All opera and light opera,Tristan und Isolde,2008-02-22 20:00:00,Metropolitan Opera,New York City,NY,1,348
Plays,All non-musical theatre,Our Town,2008-02-02 15:00:00,Lincoln Center for the Performing Arts,New York City,NY,4,1324
Pop,All rock and pop music concerts,Oasis,2008-02-20 19:30:00,ARCO Arena,Sacramento,CA,1,451
Opera,All opera and light opera,Lucia di Lammermoor,2008-03-03 14:30:00,Grand 1894 Opera House,Galveston,TX,2,760
Pop,All rock and pop music concerts,Charlie Daniels Band,2008-01-12 19:30:00,Kauffman Stadium,Kansas City,MO,4,84
Pop,All rock and pop music concerts,Erykah Badu,2008-01-19 14:00:00,AT&T Park,San Francisco,CA,1,121
Musicals,Musical theatre,Grease,2008-02-12 15:00:00,Charles Playhouse,Boston,MA,1,31
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-02-16 20:00:00,Imperial Theatre,New York City,NY,2,192
Pop,All rock and pop music concerts,Los Lonely Boys,2008-02-15 19:30:00,null,null,null,1,31
Opera,All opera and light opera,Tristan und Isolde,2008-02-16 19:00:00,Grand 1894 Opera House,Galveston,TX,2,458
Pop,All rock and pop music concerts,Teena Marie,2008-01-13 19:30:00,Bradley Center,Milwaukee,WI,2,642
Pop,All rock and pop music concerts,Toby Keith,2008-01-25 14:00:00,AT&T Center,San Antonio,TX,1,207
Pop,All rock and pop music concerts,Creedence Clearwater Revisited,2008-01-23 19:00:00,Minute Maid Park,Houston,TX,1,440
Pop,All rock and pop music concerts,Michael Buble,2008-01-17 19:30:00,Qualcomm Stadium,San Diego,CA,4,1668
Pop,All rock and pop music concerts,Billy Idol,2008-01-09 14:00:00,Rice-Eccles Stadium,Salt Lake City,UT,1,124
Pop,All rock and pop music concerts,Gordon Lightfoot,2008-02-07 19:30:00,New Orleans Arena,New Orleans,LA,2,752
Pop,All rock and pop music concerts,Josh Turner,2008-02-01 14:00:00,University of Phoenix Stadium,Glendale,AZ,4,268
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-02-01 14:30:00,August Wilson Theatre,New York City,NY,4,944
Pop,All rock and pop music concerts,Govt Mule,2008-02-22 19:30:00,Shea Stadium,New York City,NY,2,76
Plays,All non-musical theatre,Waiting for Godot,2008-03-01 14:00:00,Charles Playhouse,Boston,MA,1,443
Pop,All rock and pop music concerts,Sigur Ros,2008-02-06 19:00:00,Yankee Stadium,New York City,NY,1,274
Pop,All rock and pop music concerts,Jesse Lacey,2008-01-10 14:00:00,E.J. Nutter Center,Dayton,OH,2,896
Pop,All rock and pop music concerts,Bobby Brown,2008-02-13 15:00:00,Busch Stadium,St. Louis,MO,3,585
Plays,All non-musical theatre,The Frogs,2008-03-01 14:30:00,Neil Simon Theatre,New York City,NY,2,284
Pop,All rock and pop music concerts,Sunday in the Country,2008-02-27 14:00:00,Quicken Loans Arena,Cleveland,OH,2,854
Pop,All rock and pop music concerts,Bootsy Collins,2008-01-24 14:00:00,Nationals Park,Washington,DC,1,70
Musicals,Musical theatre,Spamalot,2008-01-17 14:00:00,Winter Garden Theatre,New York City,NY,4,472
Pop,All rock and pop music concerts,Gwen Stefani,2008-01-18 15:00:00,Toyota Center,Houston,TX,2,708
Musicals,Musical theatre,High Society,2008-01-11 19:30:00,Curran Theatre,San Francisco,CA,2,108
Pop,All rock and pop music concerts,Gwen Stefani,2008-01-18 15:00:00,Toyota Center,Houston,TX,1,354
Plays,All non-musical theatre,Look Back in Anger,2008-02-21 20:00:00,Studio 54,New York City,NY,1,269
Plays,All non-musical theatre,The Seagull,2008-02-14 19:30:00,Cort Theatre,New York City,NY,1,244
Pop,All rock and pop music concerts,Tower of Power,2008-02-13 15:00:00,Arrowhead Stadium,Kansas City,MO,1,68
Pop,All rock and pop music concerts,Blue Man Group How To Be A Megastar Tour,2008-02-21 14:00:00,Comerica Park,Detroit,MI,2,750
Pop,All rock and pop music concerts,Eva Ayllon,2008-01-15 15:00:00,Rice-Eccles Stadium,Salt Lake City,UT,2,692
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-01-30 14:30:00,San Jose Repertory Theatre,San Jose,CA,2,628
Opera,All opera and light opera,Doctor Atomic,2008-01-30 20:00:00,Lyric Opera House,Chicago,IL,4,1052
Pop,All rock and pop music concerts,Widespread Panic,2008-01-07 15:00:00,Philips Arena,Atlanta,GA,2,40
Pop,All rock and pop music concerts,Medeski Martin and Wood,2008-01-22 19:30:00,Pengrowth Saddledome,Calgary,AB,2,82
Pop,All rock and pop music concerts,ZZ Top,2008-02-10 14:30:00,Air Canada Centre,Toronto,ON,2,112
Plays,All non-musical theatre,As You Like It,2008-02-21 19:30:00,Shubert Theatre,New York City,NY,1,236
Plays,All non-musical theatre,A Tale of Two Cities,2008-01-30 15:00:00,Pasadena Playhouse,Pasadena,CA,2,218
Pop,All rock and pop music concerts,Celtic Thunder,2008-01-11 14:00:00,Wrigley Field,Chicago,IL,2,390
Musicals,Musical theatre,Shrek the Musical,2008-02-27 19:30:00,Cort Theatre,New York City,NY,3,981
Plays,All non-musical theatre,The Homecoming,2008-02-02 14:00:00,Walter Kerr Theatre,New York City,NY,2,562
Plays,All non-musical theatre,A Doll's House,2008-02-11 14:30:00,Helen Hayes Theatre,New York City,NY,1,375
Plays,All non-musical theatre,The Tempest,2008-02-12 15:00:00,Ethel Barrymore Theatre,New York City,NY,2,514
Pop,All rock and pop music concerts,Kenny Rogers,2008-01-29 19:00:00,Shea Stadium,New York City,NY,4,728
Pop,All rock and pop music concerts,Stone Temple Pilots,2008-02-24 19:00:00,U.S. Cellular Field,Chicago,IL,1,129
Musicals,Musical theatre,Blue Man Group,2008-02-02 20:00:00,Paris Hotel,Las Vegas,NV,4,1168
Pop,All rock and pop music concerts,Ben Folds,2008-02-12 15:00:00,BMO Field,Toronto,ON,2,78
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-02-23 20:00:00,Belasco Theatre,New York City,NY,3,894
Plays,All non-musical theatre,November,2008-01-28 14:30:00,John Golden Theatre,New York City,NY,1,311
Pop,All rock and pop music concerts,Sound Tribe Sector 9,2008-01-07 14:00:00,Air Canada Centre,Toronto,ON,2,150
Pop,All rock and pop music concerts,Chaka Khan,2008-01-17 19:30:00,Ford Field,Detroit,MI,3,366
Pop,All rock and pop music concerts,Coheed and Cambria,2008-01-10 19:30:00,University of Phoenix Stadium,Glendale,AZ,3,78
Musicals,Musical theatre,Grease,2008-01-15 14:00:00,Curran Theatre,San Francisco,CA,4,192
Pop,All rock and pop music concerts,Hall and Oates,2008-02-25 19:30:00,BMO Field,Toronto,ON,1,32
Opera,All opera and light opera,The Magic Flute,2008-03-02 15:00:00,War Memorial Opera House,San Francisco,CA,2,594
Pop,All rock and pop music concerts,Crosby Stills Nash,2008-02-26 19:30:00,Wachovia Center,Philadelphia,PA,1,321
Pop,All rock and pop music concerts,Joe Cocker,2008-01-12 14:00:00,McAfee Coliseum,Oakland,CA,1,2438
Pop,All rock and pop music concerts,Serj Tankian,2008-02-17 19:00:00,Wrigley Field,Chicago,IL,1,43
Plays,All non-musical theatre,Othello,2008-01-11 15:00:00,Eugene O'Neill Theatre,New York City,NY,2,272
Pop,All rock and pop music concerts,Mariah Carey,2008-01-27 19:00:00,U.S. Cellular Field,Chicago,IL,3,822
Plays,All non-musical theatre,The Tempest,2008-02-25 15:00:00,New Amsterdam Theatre,New York City,NY,2,82
Pop,All rock and pop music concerts,George Michael,2008-02-02 14:00:00,LP Field,Nashville,TN,1,61
Pop,All rock and pop music concerts,John Fogerty,2008-02-24 14:00:00,The Palace of Auburn Hills,Auburn Hills,MI,1,309
Musicals,Musical theatre,Memphis - The Birth of Rock n Roll,2008-01-27 14:30:00,Booth Theatre,New York City,NY,2,192
Pop,All rock and pop music concerts,Tokio Hotel,2008-02-17 15:00:00,ARCO Arena,Sacramento,CA,2,560
Plays,All non-musical theatre,The Bacchae,2008-03-04 14:00:00,Majestic Theatre,New York City,NY,1,451
Pop,All rock and pop music concerts,Neville Brothers,2008-02-05 19:30:00,Arrowhead Stadium,Kansas City,MO,2,632
Plays,All non-musical theatre,Spring Awakening,2008-03-02 20:00:00,Gerald Schoenfeld Theatre,New York City,NY,4,1680
Plays,All non-musical theatre,Avenue Q,2008-03-02 15:00:00,St. James Theatre,New York City,NY,1,310
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-02-23 20:00:00,Belasco Theatre,New York City,NY,2,596
Musicals,Musical theatre,Blue Man Group,2008-02-22 19:30:00,Mirage Hotel,Las Vegas,NV,2,272
Plays,All non-musical theatre,The Tempest,2008-02-25 15:00:00,New Amsterdam Theatre,New York City,NY,1,41
Plays,All non-musical theatre,A Midsummer Night's Dream,2008-02-10 20:00:00,Charles Playhouse,Boston,MA,1,233
Plays,All non-musical theatre,November,2008-02-15 20:00:00,Lyceum Theatre,New York City,NY,1,61
